CustomerKey;FirstName;LastName;FullName;Gender;DateFirstPurchase;Customer City;Customer City 2
15529;Jason;Allen;Jason Allen;Male;5/8/2021;Lynnwood;San Miguel de Tucumán
15530;Madison;Johnson;Madison Johnson;Female;16/12/2022;Sooke;Santiago del Estero
15531;Calvin;Raji;Calvin Raji;Male;5/8/2021;Bothell;San Salvador de Jujuy
15532;Marshall;Jai;Marshall Jai;Male;27/8/2021;Chula Vista;Banfield
15533;Anna;Richardson;Anna Richardson;Female;19/8/2022;San Francisco;González Catán
15534;Steven;Bell;Steven Bell;Male;5/8/2021;Portland;San Miguel de Tucumán
15535;Jordan;Scott;Jordan Scott;Male;23/8/2021;Burlingame;Isidro Casanova
15536;Victoria;Thomas;Victoria Thomas;Female;25/7/2022;Langley;Santa Fe
15537;Destiny;Peterson;Destiny Peterson;Female;5/8/2021;Glendale;Moreno
15538;Luis;Lal;Luis Lal;Male;25/8/2021;Grossmont;Quilmes
15539;Raul;Goel;Raul Goel;Male;13/10/2022;Berkeley;Paraná
15540;Randall;Ortega;Randall Ortega;Male;23/8/2021;Burlingame;Isidro Casanova
15541;Zoe;Morris;Zoe Morris;Female;22/8/2022;Palo Alto;Bahía Blanca
15542;Andrea;Baker;Andrea Baker;Female;20/8/2021;Burbank;Gregorio de Laferrere
15543;Emma;Flores;Emma Flores;Female;15/4/2022;Oak Bay;Salta
15544;Thomas;Brown;Thomas Brown;Male;28/4/2022;Glendale;Moreno
15545;Jennifer;Rivera;Jennifer Rivera;Female;16/7/2022;Chula Vista;Banfield
15546;Robert;Jenkins;Robert Jenkins;Male;18/12/2022;W. Linn;Salta
15547;Cassidy;Wood;Cassidy Wood;Female;17/8/2021;Daly City;Berazategui
15548;Morgan;Brooks;Morgan Brooks;Female;25/8/2021;Woodland Hills;La Rioja
15549;Richard;Davis;Richard Davis;Male;11/1/2022;Cliffside;Berazategui
15550;Orlando;Alonso;Orlando Alonso;Male;29/11/2022;Bremerton;González Catán
15551;Kaylee;Gray;Kaylee Gray;Female;22/8/2021;Burien;Mar del Plata
15552;Tyler;Lewis;Tyler Lewis;Male;19/8/2021;Olympia;Moreno
15553;Ivan;Lopez;Ivan Lopez;Male;20/8/2021;Burbank;Gregorio de Laferrere
15554;Zoe;Bailey;Zoe Bailey;Female;3/9/2021;Concord;La Plata
15555;Hailey;Barnes;Hailey Barnes;Female;16/9/2021;Palo Alto;Bahía Blanca
15556;Dylan;Davis;Dylan Davis;Male;3/3/2022;Shawnee;Santa Fe
15557;Nathaniel;Murphy;Nathaniel Murphy;Male;5/9/2021;Oakland;Merlo
15558;Hailey;Morris;Hailey Morris;Female;1/9/2021;Puyallup;Las Heras
15559;Devin;Flores;Devin Flores;Male;12/2/2022;Cliffside;Berazategui
15560;Gabrielle;Gray;Gabrielle Gray;Female;11/5/2022;Bremerton;González Catán
15561;Angel;Young;Angel Young;Male;1/9/2021;Lebanon;Neuquén
15562;Kaitlyn;James;Kaitlyn James;Female;25/9/2021;Bremerton;González Catán
15563;Luke;Lopez;Luke Lopez;Male;5/10/2022;Issaquah;Córdoba
15564;Eduardo;Hughes;Eduardo Hughes;Male;28/5/2022;Sooke;Santiago del Estero
15565;Kyle;Mitchell;Kyle Mitchell;Male;29/8/2021;Everett;Banfield
15566;Aaron;Foster;Aaron Foster;Male;7/7/2022;Newton;San Miguel de Tucumán
15567;Carmen;Madan;Carmen Madan;Female;22/7/2022;Cliffside;Berazategui
15568;Aaron;Hayes;Aaron Hayes;Male;25/9/2021;Glendale;Moreno
15569;Morgan;Ward;Morgan Ward;Female;16/9/2021;Beaverton;Guaymallén
15570;Brianna;Powell;Brianna Powell;Female;22/9/2021;Spring Valley;Isidro Casanova
15571;Angel;Allen;Angel Allen;Male;28/1/2022;Shawnee;Santa Fe
15572;Anna;Garcia;Anna Garcia;Female;3/7/2022;N. Vancouver;Córdoba
15573;Thomas;Wilson;Thomas Wilson;Male;5/10/2022;Redmond;Formosa
15574;Carlos;Peterson;Carlos Peterson;Male;7/1/2023;West Covina;San Salvador de Jujuy
15575;Alvin;Ye;Alvin Ye;Male;29/10/2021;Gold Coast;Resistencia
15576;Carly;Raje;Carly Raje;Female;23/11/2021;Milsons Point;Salta
15577;Mayra;Malhotra;Mayra Malhotra;Female;4/4/2022;Newcastle;Corrientes
15578;Diane;Gill;Diane Gill;Female;10/11/2021;Melbourne;Rosario
15579;Brittany;Coleman;Brittany Coleman;Female;9/2/2022;Hobart;San Salvador de Jujuy
15580;Ruben;Raman;Ruben Raman;Male;28/10/2021;Cranbourne;La Plata
15581;Toni;Perez;Toni Perez;Female;9/8/2022;Melton;Bahía Blanca
15582;Jeffery;Cai;Jeffery Cai;Male;27/11/2021;Geelong;San Luis
15583;Lindsey;Xu;Lindsey Xu;Female;2/6/2022;Rhodes;Buenos Aires
15584;Christy;Raji;Christy Raji;Female;26/3/2022;Port Macquarie;Gregorio de Laferrere
15585;Roy;Garcia;Roy Garcia;Male;21/11/2021;Wollongong;Santiago del Estero
15586;Victor;Blanco;Victor Blanco;Male;26/11/2021;Caloundra;San Fernando del Valle de Catamarca
15587;Jessica;Ward;Jessica Ward;Female;18/11/2021;Cranbourne;La Plata
15588;Kristy;Alvarez;Kristy Alvarez;Female;2/11/2021;Goulburn;Godoy Cruz
15589;Gilbert;He;Gilbert He;Male;26/11/2021;Hawthorne;Neuquén
15590;Marshall;Wu;Marshall Wu;Male;24/11/2021;Melbourne;Rosario
15591;Darren;Srini;Darren Srini;Male;1/11/2021;Seaford;Quilmes
15592;Janet;Moreno;Janet Moreno;Female;2/2/2022;Matraville;Posadas
15593;Naomi;Martin;Naomi Martin;Female;4/3/2022;Hobart;San Salvador de Jujuy
15594;Joanna;Carlson;Joanna Carlson;Female;24/12/2022;Goulburn;Godoy Cruz
15595;Andre;Sanchez;Andre Sanchez;Male;28/10/2021;Malabar;Las Heras
15596;Gilbert;Goel;Gilbert Goel;Male;24/11/2021;St. Leonards;Isidro Casanova
15597;Terry;Raji;Terry Raji;Male;18/11/2021;South Melbourne;Rosario
15598;Tanya;Rubio;Tanya Rubio;Female;19/9/2022;Springwood;Corrientes
15599;Darryl;Ma;Darryl Ma;Male;19/4/2022;Rockhampton;Merlo
15600;Josue;Dominguez;Josue Dominguez;Male;30/10/2021;Bendigo;Paraná
15601;Naomi;Moreno;Naomi Moreno;Female;22/11/2021;Brisbane;Bahía Blanca
15602;Warren;Wu;Warren Wu;Male;22/6/2022;Seaford;Quilmes
15603;Philip;Blanco;Philip Blanco;Male;31/3/2022;Port Macquarie;Gregorio de Laferrere
15604;Clifford;Prasad;Clifford Prasad;Male;20/6/2022;Hobart;San Salvador de Jujuy
15605;Alan;Yang;Alan Yang;Male;27/9/2022;Darlinghurst;Córdoba
15606;Marco;Prasad;Marco Prasad;Male;27/2/2022;Cranbourne;La Plata
15607;Ricky;Gill;Ricky Gill;Male;16/11/2022;Brisbane;Bahía Blanca
15608;Faith;James;Faith James;Female;28/8/2022;Hof;Posadas
15609;Karl;Sharma;Karl Sharma;Male;15/8/2022;Pantin;Formosa
15610;Jessica;Gonzales;Jessica Gonzales;Female;18/9/2022;Watford;La Plata
15611;Michele;Patel;Michele Patel;Female;14/6/2022;Colombes;Buenos Aires
15612;Damien;Ma;Damien Ma;Male;8/5/2022;Milton Keynes;Bahía Blanca
15613;Melinda;Moreno;Melinda Moreno;Female;23/5/2022;Drancy;Las Heras
15614;Faith;Simmons;Faith Simmons;Female;13/10/2020;Oxford;Gregorio de Laferrere
15615;Erika;Alvarez;Erika Alvarez;Female;26/3/2022;Milton Keynes;Bahía Blanca
15616;Janet;Alonso;Janet Alonso;Female;21/9/2022;Orleans;Resistencia
15617;Dawn;Chande;Dawn Chande;Female;1/2/2022;Paris;Merlo
15618;Gabriel;Sharma;Gabriel Sharma;Male;1/4/2022;Werne;Comodoro Rivadavia
15619;Levi;Subram;Levi Subram;Male;13/10/2020;Cheltenham;San Salvador de Jujuy
15620;Dominique;Subram;Dominique Subram;Female;5/10/2020;London;Lanús
15621;Kelli;Wu;Kelli Wu;Female;7/10/2020;Liverpool;San Luis
15622;Yvonne;Schleger;Yvonne Schleger;Male;14/1/2021;Essen;Las Heras
15623;Molly;Madan;Molly Madan;Female;25/8/2021;Paris;Merlo
15624;Tyrone;Rubio;Tyrone Rubio;Male;17/8/2021;Paris La Defense;Formosa
15625;Clinton;Alvarez;Clinton Alvarez;Male;8/2/2021;Bonn;Quilmes
15626;Eduardo;White;Eduardo White;Male;28/2/2021;Bottrop;Banfield
15627;Troy;Srini;Troy Srini;Male;17/2/2021;Frankfurt am Main;Mar del Plata
15628;Brianna;Sandberg;Brianna Sandberg;Female;17/10/2022;Solingen;Neuquén
15629;Meghan;Ruiz;Meghan Ruiz;Female;31/12/2022;Werne;Comodoro Rivadavia
15630;Nichole;Tang;Nichole Tang;Female;24/10/2020;Milton Keynes;Bahía Blanca
15631;Clayton;Andersen;Clayton Andersen;Male;24/10/2020;Oxford;Gregorio de Laferrere
15632;Gloria;Carlson;Gloria Carlson;Female;9/11/2020;London;Lanús
15633;Ashlee;Shan;Ashlee Shan;Female;21/5/2022;Dresden;Buenos Aires
15634;Dalton;Kelly;Dalton Kelly;Male;18/6/2022;Warrington;Lanús
15635;Sheila;Martin;Sheila Martin;Female;13/5/2022;Newcastle upon Tyne;Bahía Blanca
15636;David;White;David White;Male;11/6/2022;Darmstadt;Rosario
15637;Russell;Sharma;Russell Sharma;Male;4/8/2021;Saint Ouen;Corrientes
15638;Rosa;He;Rosa He;Female;19/11/2020;Milton Keynes;Bahía Blanca
15639;Melanie;Coleman;Melanie Coleman;Female;6/4/2022;Caloundra;San Fernando del Valle de Catamarca
15640;Gary;Gomez;Gary Gomez;Male;28/1/2022;Caloundra;San Fernando del Valle de Catamarca
15641;Marco;Sara;Marco Sara;Male;22/4/2022;Cranbourne;La Plata
15642;Cara;Gao;Cara Gao;Female;31/10/2021;Melbourne;Rosario
15643;Omar;Raji;Omar Raji;Male;30/10/2021;Rhodes;Buenos Aires
15644;Savannah;Gonzalez;Savannah Gonzalez;Female;11/11/2021;Goulburn;Godoy Cruz
15645;Javier;Gill;Javier Gill;Male;2/11/2021;Newcastle;Corrientes
15646;Emma;Kelly;Emma Kelly;Female;15/11/2021;Hobart;San Salvador de Jujuy
15647;Dawn;He;Dawn He;Female;6/11/2021;Gold Coast;Resistencia
15648;Edgar;Gonzalez;Edgar Gonzalez;Male;28/10/2021;Geelong;San Luis
15649;Melinda;Jimenez;Melinda Jimenez;Female;10/2/2021;Paderborn;Banfield
15650;Ronnie;Li;Ronnie Li;Male;14/12/2022;Saint Germain en Laye;Salta
15651;Ann;Lopez;Ann Lopez;Female;13/8/2021;Morangis;Merlo
15652;Barbara;Wang;Barbara Wang;Female;17/11/2020;Berks;San Miguel de Tucumán
15653;Gerald;Madan;Gerald Madan;Male;9/11/2020;London;Lanús
15654;Levi;Fernandez;Levi Fernandez;Male;10/6/2022;Paris;Merlo
15655;Deanna;Gomez;Deanna Gomez;Female;22/2/2021;Essen;Las Heras
15656;Darryl;Zhao;Darryl Zhao;Male;10/2/2021;Sulzbach Taunus;San Luis
15657;Marcus;Hayes;Marcus Hayes;Male;5/11/2020;Warrington;Lanús
15658;Victoria;Rogers;Victoria Rogers;Female;1/9/2022;Metz;San Miguel
15659;Angela;Rivera;Angela Rivera;Female;16/2/2021;Darmstadt;Rosario
15660;April;Jai;April Jai;Female;17/12/2020;London;Lanús
15661;Brandon;Robinson;Brandon Robinson;Male;6/12/2020;Stoke-on-Trent;Resistencia
15662;Megan;Richardson;Megan Richardson;Female;6/12/2020;York;Córdoba
15663;Mandy;Chen;Mandy Chen;Female;18/8/2021;Paris;Merlo
15664;Jill;Vazquez;Jill Vazquez;Female;1/2/2021;Offenbach;Santiago del Estero
15665;Kristi;Sai;Kristi Sai;Female;13/8/2021;Paris;Merlo
15666;Bianca;Liang;Bianca Liang;Female;20/8/2021;Lieusaint;Río Cuarto
15667;Hector;Ramos;Hector Ramos;Male;29/1/2021;Paderborn;Banfield
15668;Erick;Fernandez;Erick Fernandez;Male;24/12/2020;Watford;La Plata
15669;Paul;Suurs;Paul Suurs;Female;8/12/2020;York;Córdoba
15670;Sergio;SÃ¡nchez;Sergio SÃ¡nchez;Male;17/12/2022;Orleans;Resistencia
15671;Lawrence;Torres;Lawrence Torres;Male;28/2/2022;Liverpool;San Luis
15672;Kelvin;Nara;Kelvin Nara;Male;24/12/2022;Paderborn;Banfield
15673;Jon;Goel;Jon Goel;Male;10/4/2022;Versailles;Isidro Casanova
15674;Tommy;Raheem;Tommy Raheem;Male;13/3/2021;Erlangen;La Rioja
15675;Jay;Alonso;Jay Alonso;Male;9/3/2021;Hof;Posadas
15676;Todd;Wang;Todd Wang;Male;24/8/2021;Tremblay-en-France;José C. Paz
15677;Alyssa;Bradley;Alyssa Bradley;Female;27/9/2021;Bobigny;San Fernando del Valle de Catamarca
15678;Susan;Zhou;Susan Zhou;Female;8/9/2021;Morangis;Merlo
15679;Robert;Patterson;Robert Patterson;Male;11/5/2022;Roubaix;Virrey del Pino
15680;Tasha;She;Tasha She;Female;5/7/2022;Neunkirchen;Berazategui
15681;Emma;Gonzales;Emma Gonzales;Female;1/2/2022;Oxford;Gregorio de Laferrere
15682;Heidi;Garcia;Heidi Garcia;Female;11/1/2023;Bonn;Quilmes
15683;Jessie;Carlson;Jessie Carlson;Female;13/3/2022;Braunschweig;Paraná
15684;Tyrone;Suarez;Tyrone Suarez;Male;9/3/2021;Kiel;Gregorio de Laferrere
15685;Robin;Vazquez;Robin Vazquez;Female;25/3/2021;Offenbach;Santiago del Estero
15686;Pedro;Vazquez;Pedro Vazquez;Male;26/2/2022;London;Lanús
15687;Jay;Suri;Jay Suri;Male;14/9/2021;Les Ulis;Godoy Cruz
15688;Chase;Gray;Chase Gray;Male;8/9/2021;Paris;Merlo
15689;Stacey;Wang;Stacey Wang;Female;4/5/2022;Leipzig;Rosario
15690;Clifford;Perez;Clifford Perez;Male;21/10/2022;Runcorn;Berazategui
15691;Julian;Henderson;Julian Henderson;Male;27/12/2020;Watford;La Plata
15692;Ryan;Garcia;Ryan Garcia;Male;30/11/2020;Oxford;Gregorio de Laferrere
15693;Isabel;Barnes;Isabel Barnes;Female;28/3/2021;Darmstadt;Rosario
15694;Stephanie;Diaz;Stephanie Diaz;Female;15/9/2022;Cheltenham;San Salvador de Jujuy
15695;Bruce;Gomez;Bruce Gomez;Male;29/11/2020;Newcastle upon Tyne;Bahía Blanca
15696;Damien;Sun;Damien Sun;Male;27/6/2022;Pantin;Formosa
15697;Julia;Morris;Julia Morris;Female;16/3/2021;Ingolstadt;Quilmes
15698;Susan;Wang;Susan Wang;Female;11/11/2022;Werne;Comodoro Rivadavia
15699;Jonathon;Hernandez;Jonathon Hernandez;Male;5/1/2021;Woolston;San Miguel
15700;Eugene;Guo;Eugene Guo;Male;27/9/2021;Paris;Merlo
15701;Jillian;Kapoor;Jillian Kapoor;Female;29/3/2022;Cheltenham;San Salvador de Jujuy
15702;Ruth;Mehta;Ruth Mehta;Female;9/1/2021;High Wycombe;Moreno
15703;Alison;Chande;Alison Chande;Female;28/1/2022;Bonn;Quilmes
15704;Peter;Luo;Peter Luo;Male;19/8/2022;MÃ¼nchen;Corrientes
15705;Gabriel;Simmons;Gabriel Simmons;Male;20/5/2022;Erlangen;La Rioja
15706;Tina;Arthur;Tina Arthur;Female;12/3/2022;Saint Ouen;Corrientes
15707;Robin;Rubio;Robin Rubio;Female;12/9/2022;Ingolstadt;Quilmes
15708;Nina;Jai;Nina Jai;Female;23/2/2022;MÃ¼nchen;Corrientes
15709;Chelsea;Prasad;Chelsea Prasad;Female;24/3/2022;Colombes;Buenos Aires
15710;Brandy;Rana;Brandy Rana;Female;2/9/2021;Villeneuve-d'Ascq;Neuquén
15711;Jeffery;Liang;Jeffery Liang;Male;21/5/2022;Cambridge;Godoy Cruz
15712;Whitney;Chandra;Whitney Chandra;Female;11/7/2022;London;Lanús
15713;Hannah;Lee;Hannah Lee;Female;8/11/2022;Runcorn;Berazategui
15714;Bethany;Pal;Bethany Pal;Female;9/10/2022;Boulogne-Billancourt;San Fernando del Valle de Catamarca
15715;Isabella;Adams;Isabella Adams;Female;29/7/2022;Townsville;Rosario
15716;Roy;Madan;Roy Madan;Male;19/11/2021;Hawthorne;Neuquén
15717;Alexia;Henderson;Alexia Henderson;Female;11/11/2021;Sydney;Córdoba
15718;Heather;Lin;Heather Lin;Female;16/9/2022;Darlinghurst;Córdoba
15719;Lacey;Liang;Lacey Liang;Female;23/11/2021;Silverwater;La Plata
15720;Jaime;Ramos;Jaime Ramos;Female;10/2/2022;Malabar;Las Heras
15721;Cara;Guo;Cara Guo;Female;17/6/2022;Warrnambool;José C. Paz
15722;Angela;Jenkins;Angela Jenkins;Female;18/11/2021;Bendigo;Paraná
15723;Kate;Deng;Kate Deng;Female;8/11/2021;North Ryde;Guaymallén
15724;Roger;She;Roger She;Male;4/11/2021;Caloundra;San Fernando del Valle de Catamarca
15725;Trevor;Price;Trevor Price;Male;21/11/2021;Wollongong;Santiago del Estero
15726;Faith;Barnes;Faith Barnes;Female;7/11/2021;Hervey Bay;Banfield
15727;Alisha;Zeng;Alisha Zeng;Female;9/5/2022;Matraville;Posadas
15728;Keith;Sharma;Keith Sharma;Male;8/3/2022;Cranbourne;La Plata
15729;Mayra;Suri;Mayra Suri;Female;27/12/2021;Bendigo;Paraná
15730;Philip;Dominguez;Philip Dominguez;Male;19/8/2022;Coffs Harbour;Isidro Casanova
15731;Corey;Chavez;Corey Chavez;Male;26/3/2022;Wollongong;Santiago del Estero
15732;Sandra;Zhu;Sandra Zhu;Female;12/12/2021;St. Leonards;Isidro Casanova
15733;Leslie;Ramos;Leslie Ramos;Female;8/12/2021;Rockhampton;Merlo
15734;Alicia;Lal;Alicia Lal;Female;25/12/2021;Wollongong;Santiago del Estero
15735;Lori;Blanco;Lori Blanco;Female;21/6/2022;Darlinghurst;Córdoba
15736;Sheena;Raje;Sheena Raje;Female;7/11/2022;Beverly Hills;Santa Fe
15737;Alexander;Robinson;Alexander Robinson;Male;2/9/2021;Lynnwood;San Miguel de Tucumán
15738;Abigail;Miller;Abigail Miller;Female;16/12/2022;Torrance;Comodoro Rivadavia
15739;Garrett;Rogers;Garrett Rogers;Male;28/8/2021;Santa Monica;San Salvador de Jujuy
15740;Johnny;Kumar;Johnny Kumar;Male;18/9/2022;Beaverton;Guaymallén
15741;Isabella;Allen;Isabella Allen;Female;20/10/2022;Woodland Hills;La Rioja
15742;Grace;Thompson;Grace Thompson;Female;16/2/2022;Palo Alto;Bahía Blanca
15743;Chloe;Thompson;Chloe Thompson;Female;24/11/2022;Kirkland;Virrey del Pino
15744;Angela;Gray;Angela Gray;Female;16/8/2022;Edmonds;San Miguel
15745;Julian;Hayes;Julian Hayes;Male;30/8/2022;Bellingham;Santa Fe
15746;Emily;Walker;Emily Walker;Female;3/12/2022;Lynnwood;San Miguel de Tucumán
15747;Evan;Nelson;Evan Nelson;Male;5/9/2022;Chula Vista;Banfield
15748;Austin;Jenkins;Austin Jenkins;Male;29/5/2022;N. Vancouver;Córdoba
15749;Grace;Brown;Grace Brown;Female;17/1/2023;Bremerton;González Catán
15750;Kaitlin;Martinez;Kaitlin Martinez;Female;8/9/2021;Bellflower;Lanús
15751;Kristen;Xu;Kristen Xu;Female;21/12/2021;Bendigo;Paraná
15752;Bobby;Rodriguez;Bobby Rodriguez;Male;8/12/2021;Newcastle;Corrientes
15753;Margaret;Li;Margaret Li;Female;9/12/2021;Townsville;Rosario
15754;Crystal;Xu;Crystal Xu;Female;4/12/2021;North Ryde;Guaymallén
15755;Connor;Flores;Connor Flores;Male;24/12/2021;Sunbury;San Miguel de Tucumán
15756;Kari;Gutierrez;Kari Gutierrez;Female;25/12/2021;Cloverdale;Bahía Blanca
15757;Edwin;Ferrier;Edwin Ferrier;Male;24/12/2021;Cloverdale;Bahía Blanca
15758;Arturo;Andersen;Arturo Andersen;Male;5/1/2023;South Melbourne;Rosario
15759;Erin;Brooks;Erin Brooks;Female;21/3/2022;Beaverton;Guaymallén
15760;Richard;James;Richard James;Male;23/3/2022;N. Vancouver;Córdoba
15761;Xavier;Thompson;Xavier Thompson;Male;3/10/2022;Newton;San Miguel de Tucumán
15762;Garrett;Stewart;Garrett Stewart;Male;25/6/2022;Oak Bay;Salta
15763;Xavier;Young;Xavier Young;Male;8/9/2021;Walla Walla;San Fernando del Valle de Catamarca
15764;Louis;Guo;Louis Guo;Male;7/12/2021;Warrnambool;José C. Paz
15765;Gilbert;Deng;Gilbert Deng;Male;22/12/2021;Bendigo;Paraná
15766;Priscilla;Black;Priscilla Black;Female;29/1/2022;Melton;Bahía Blanca
15767;George;Prasad;George Prasad;Male;21/12/2021;Seaford;Quilmes
15768;Victoria;Walker;Victoria Walker;Female;5/10/2021;Lakewood;Berazategui
15769;Kelly;Coleman;Kelly Coleman;Female;5/10/2021;Lemon Grove;San Fernando del Valle de Catamarca
15770;Xavier;Brooks;Xavier Brooks;Male;12/10/2021;Spring Valley;Isidro Casanova
15771;Maria;Diaz;Maria Diaz;Female;23/10/2021;Lebanon;Neuquén
15772;Christopher;Anderson;Christopher Anderson;Male;19/7/2022;San Gabriel;Virrey del Pino
15773;Dylan;Jenkins;Dylan Jenkins;Male;27/7/2022;Lincoln Acres;Merlo
15774;Natalie;Kelly;Natalie Kelly;Female;8/4/2022;Redmond;Formosa
15775;Michelle;Ward;Michelle Ward;Female;17/8/2022;Bellingham;Santa Fe
15776;Jesse;Mitchell;Jesse Mitchell;Male;26/5/2022;Newport Beach;Quilmes
15777;Brianna;Smith;Brianna Smith;Female;20/4/2022;Seattle;Mar del Plata
15778;JosÃ©;Miller;JosÃ© Miller;Male;21/10/2021;Everett;Banfield
15779;Jackson;Hayes;Jackson Hayes;Male;21/5/2022;Bremerton;González Catán
15780;Claudia;McDonald;Claudia McDonald;Female;10/10/2021;Burbank;Gregorio de Laferrere
15781;Blake;Evans;Blake Evans;Male;17/10/2021;San Francisco;González Catán
15782;Katelyn;Collins;Katelyn Collins;Female;15/12/2022;Yakima;Neuquén
15783;David;Alexander;David Alexander;Male;10/7/2022;Hobart;San Salvador de Jujuy
15784;Rebekah;Vazquez;Rebekah Vazquez;Female;14/12/2021;Rockhampton;Merlo
15785;Edwin;Zhang;Edwin Zhang;Male;29/11/2021;Melton;Bahía Blanca
15786;Marshall;Andersen;Marshall Andersen;Male;27/12/2021;Geelong;San Luis
15787;Cynthia;Gonzalez;Cynthia Gonzalez;Female;26/4/2022;St. Leonards;Isidro Casanova
15788;Barbara;Li;Barbara Li;Female;17/12/2021;Melbourne;Rosario
15789;Steve;Schmidt;Steve Schmidt;Female;1/12/2021;Rockhampton;Merlo
15790;Colin;Xu;Colin Xu;Male;12/12/2021;Hobart;San Salvador de Jujuy
15791;Megan;Long;Megan Long;Female;11/3/2022;Sydney;Córdoba
15792;Ernest;Zhou;Ernest Zhou;Male;3/12/2021;Perth;Resistencia
15793;Renee;Navarro;Renee Navarro;Female;17/12/2021;Coffs Harbour;Isidro Casanova
15794;Tonya;Chander;Tonya Chander;Female;23/3/2022;Rockhampton;Merlo
15795;Diane;Munoz;Diane Munoz;Female;13/4/2022;Springwood;Corrientes
15796;Edward;Hayes;Edward Hayes;Male;24/12/2022;Sunbury;San Miguel de Tucumán
15797;Isaac;Cox;Isaac Cox;Male;29/11/2021;Wollongong;Santiago del Estero
15798;Anne;Munoz;Anne Munoz;Female;12/4/2022;Cranbourne;La Plata
15799;Victoria;Anderson;Victoria Anderson;Female;12/12/2021;Bendigo;Paraná
15800;Alberto;Serrano;Alberto Serrano;Male;29/11/2021;Lane Cove;San Luis
15801;Katrina;Shen;Katrina Shen;Female;26/12/2021;East Brisbane;Gregorio de Laferrere
15802;Bridget;Kumar;Bridget Kumar;Female;24/12/2021;Rhodes;Buenos Aires
15803;Bradley;Goel;Bradley Goel;Male;28/7/2022;Melbourne;Rosario
15804;Brittney;Liu;Brittney Liu;Female;12/12/2022;Newcastle;Corrientes
15805;Dawn;Lin;Dawn Lin;Female;9/12/2022;Springwood;Corrientes
15806;Devin;Allen;Devin Allen;Male;26/2/2022;Wollongong;Santiago del Estero
15807;Scot;Schulte;Scot Schulte;Male;31/3/2022;Matraville;Posadas
15808;Natasha;Blanco;Natasha Blanco;Female;3/12/2021;Warrnambool;José C. Paz
15809;Christian;Sharma;Christian Sharma;Male;22/2/2022;Port Macquarie;Gregorio de Laferrere
15810;Regina;Kapoor;Regina Kapoor;Female;7/4/2022;Seaford;Quilmes
15811;Barbara;Schultz;Barbara Schultz;Male;6/4/2022;Silverwater;La Plata
15812;Logan;Allen;Logan Allen;Male;20/5/2022;Gold Coast;Resistencia
15813;Julian;Diaz;Julian Diaz;Male;12/9/2022;Redwood City;Paraná
15814;Monica;Subram;Monica Subram;Female;10/10/2022;Burlingame;Isidro Casanova
15815;Nicole;Price;Nicole Price;Female;19/4/2022;Langford;Corrientes
15816;Victoria;Miller;Victoria Miller;Female;21/2/2022;Haney;Río Cuarto
15817;Chloe;Alexander;Chloe Alexander;Female;13/5/2022;Beaverton;Guaymallén
15818;Stanley;Perez;Stanley Perez;Male;15/12/2022;Bellingham;Santa Fe
15819;Savannah;Cox;Savannah Cox;Female;10/9/2022;Puyallup;Las Heras
15820;Chase;Ward;Chase Ward;Male;2/2/2022;Issaquah;Córdoba
15821;Logan;Anderson;Logan Anderson;Male;3/2/2022;West Covina;San Salvador de Jujuy
15822;Damien;Zhu;Damien Zhu;Male;22/6/2022;Findon;Córdoba
15823;Sharon;Tang;Sharon Tang;Female;15/5/2022;Bendigo;Paraná
15824;Lindsay;Kumar;Lindsay Kumar;Female;16/3/2022;Colma;Resistencia
15825;Angela;Simmons;Angela Simmons;Female;14/1/2023;Seattle;Mar del Plata
15826;Marissa;Price;Marissa Price;Female;16/2/2022;Metchosin;Salta
15827;Danielle;Ward;Danielle Ward;Female;19/10/2021;Edmonds;San Miguel
15828;Robyn;Ramos;Robyn Ramos;Female;2/5/2022;Findon;Córdoba
15829;Devin;Diaz;Devin Diaz;Male;3/5/2022;Melbourne;Rosario
15830;Naomi;Alonso;Naomi Alonso;Female;20/12/2021;Matraville;Posadas
15831;Omar;He;Omar He;Male;5/12/2021;North Sydney;Mar del Plata
15832;Manuel;Martinez;Manuel Martinez;Male;24/12/2021;Cloverdale;Bahía Blanca
15833;Tabitha;Kovar;Tabitha Kovar;Female;10/12/2021;South Melbourne;Rosario
15834;Rebecca;Green;Rebecca Green;Female;14/10/2021;Walla Walla;San Fernando del Valle de Catamarca
15835;Marcus;Smith;Marcus Smith;Male;6/12/2022;Downey;Godoy Cruz
15836;Devin;Jackson;Devin Jackson;Male;14/10/2022;National City;Formosa
15837;Julia;Johnston;Julia Johnston;Female;15/7/2022;Bremerton;González Catán
15838;Julia;Taylor;Julia Taylor;Female;29/4/2022;Fremont;José C. Paz
15839;William;Taylor;William Taylor;Male;6/5/2022;Santa Monica;San Salvador de Jujuy
15840;Natalie;Peterson;Natalie Peterson;Female;4/10/2021;W. Linn;Salta
15841;Luis;Shan;Luis Shan;Male;12/10/2021;Los Angeles;Buenos Aires
15842;Haley;Gray;Haley Gray;Female;14/10/2021;Spokane;Las Heras
15843;Caleb;Wright;Caleb Wright;Male;18/10/2021;Yakima;Neuquén
15844;Megan;Brown;Megan Brown;Female;21/10/2021;Grossmont;Quilmes
15845;Mackenzie;Carter;Mackenzie Carter;Female;22/10/2021;Milwaukie;Santiago del Estero
15846;Julian;Flores;Julian Flores;Male;11/7/2022;Metchosin;Salta
15847;Edward;White;Edward White;Male;14/5/2022;Westminster;Río Cuarto
